ID,SVET,LVET,LAT,LAT2,LON,LON2,HEIGHT,HEIGHT WRT DEM,SIGMA HEIGHT,COHER,HEIGHT_RELATIVE,tinitaly_height,copernicus_height,HEIGHT_ABSOLUTE_TIN,diff_tinitaly,HEIGHT_ABSOLUTE_COP,diff_copernicus,outlier_score,slope_tin,aspect_tin,slope_category,corine_code,land_cover,land_cover_level1,local_incidence,is_shadow,geometric_quality,height_category,elevation_range,mean_elevation,std_elevation,longitude,latitude
13763,437,882,45.485595,45.48491,11.158149,11.152691,357.2,357.2,1.6980332,0.96,357.2,357.0508,357.49362,361.1414199829101,4.090608215331997,361.9026794433594,4.4090576171875,0.10712572152675515,14.548178,288.27686,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,39.00101330996814,False,0,200-400m,0.44281005859375,357.24814453125003,0.1839539959064264,668227.1658560984,5039074.066139797
13787,218,883,45.482377,45.481692,11.133764,11.128306,119.6,119.6,2.0709993,0.86,119.6,119.32858,119.508575,123.54141998291014,4.212837219238267,124.30267944335938,4.794104003906256,0.07494992001171252,1.9499198,221.4026,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.31325750388585,False,0,0-200m,0.2714172363281193,119.479052734375,0.11275496036493202,666331.0293566681,5038665.7728333585
13790,292,883,45.483358,45.482673,11.141124,11.135666,156.0,156.0,1.9133125,0.89,156.0,156.66228,156.21362,159.94141998291013,3.279142761230446,160.7026794433594,4.489056396484386,0.09379708333036751,6.967243,94.678085,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,36.463453912899936,False,0,0-200m,0.6622772216796875,156.2919667561849,0.2759904372501175,666903.3248161888,5038790.025581724
13794,333,883,45.483973,45.483288,11.145742,11.140284,203.1,203.1,1.8759221,0.89,203.1,202.94632,203.02534,207.04141998291016,4.095100402832031,207.80267944335938,4.777334594726568,0.09303026369333911,6.1846027,180.96487,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,28.950922968972808,False,1,200-400m,0.15368041992186932,203.02388814290364,0.062748223669554,667262.40041105,5038867.956129048
13839,267,884,45.483046,45.482361,11.138562,11.133104,140.3,140.3,1.8890876,0.86,140.3,139.3405,140.12805,144.24141998291014,4.900920104980457,145.0026794433594,4.874627685546898,0.08952089596661761,4.4941034,108.29996,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,34.758205863511,False,0,0-200m,0.9595001220703239,139.9228505452474,0.4177246096747491,666704.0252967597,5038750.043021904
13883,270,885,45.483117,45.482432,11.138874,11.133416,142.8,142.8,1.9238855,0.86,142.8,141.9621,142.04,146.74141998291014,4.779322814941395,147.5026794433594,5.462686157226585,0.08955119256817623,4.701571,124.54813,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.44413859118372,False,0,0-200m,0.8379028320312614,142.26736348470052,0.3779710697739027,666728.1986878505,5038758.578424093
13886,317,885,45.483808,45.483123,11.14406,11.138602,191.4,191.4,1.913716,0.86,191.4,191.51733,190.8452,195.34141998291017,3.8240859985351676,196.1026794433594,5.2574798583984546,0.09335224807863485,12.81592,198.07712,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,22.292325377097523,False,0,0-200m,0.6721343994140625,191.2541778564453,0.29313163809921006,667131.4417907328,5038846.12390934
13925,227,886,45.482567,45.481882,11.134525,11.129067,118.5,118.5,2.0325632,0.86,118.5,119.25562,118.67823,122.44141998291015,3.1857971191406165,123.20267944335939,4.524449157714855,0.07287306592387727,2.6728365,119.2087,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,34.29227937587167,False,0,0-200m,0.7556228637695312,118.81128438313802,0.32250997163671513,666389.9429484049,5038688.457204906
13928,266,886,45.48309,45.482405,11.138445,11.132987,139.7,139.7,1.8920087,0.85,139.7,139.3405,140.12805,143.64141998291012,4.300920104980435,144.40267944335938,4.274627685546875,0.0940704581746763,4.4941034,108.29996,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,34.758205863511,False,0,0-200m,0.7875518798828125,139.72285054524738,0.321922455922039,666694.7518902207,5038754.688393725
13931,293,886,45.483458,45.482773,11.141214,11.135756,157.2,157.2,1.9281531,0.88,157.2,158.05571,157.298,161.14141998291012,3.0857101440429346,161.90267944335938,4.60467529296875,0.09232590778868166,7.0892015,103.461975,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,35.442699997944224,False,0,0-200m,0.8557098388671989,157.51790466308594,0.3823846307025398,666910.0628876081,5038801.322164694
13964,221,887,45.482527,45.481842,11.134004,11.128546,119.7,119.7,2.0193075,0.86,119.7,118.98485,119.70992,123.64141998291015,4.656571960449213,124.40267944335939,4.6927566528320455,0.07463574867940032,2.1374388,245.58089,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.76928479559236,False,0,0-200m,0.7250747680664062,119.46492360432943,0.3394888694029498,666349.3440367999,5038682.934203168
14008,219,888,45.482533,45.481848,11.133829,11.128371,120.3,120.3,2.0153248,0.86,120.3,119.35503,119.34544,124.24141998291014,4.886393737792957,125.00267944335938,5.657235717773446,0.07487401206115918,2.4790926,239.56511,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.37104478505613,False,0,0-200m,0.9545562744140597,119.66682332356771,0.4477406122995189,666335.6499357587,5038683.2383473
14009,225,888,45.482602,45.481917,11.134344,11.128886,119.2,119.2,2.0238819,0.85,119.2,118.89976,119.30152,123.14141998291015,4.241662597656244,123.90267944335939,4.601158142089858,0.07479500427775737,1.5987009,130.5567,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,34.26089986868106,False,0,0-200m,0.401763916015625,119.13375956217448,0.17057629330310478,666375.69455173,5038691.970602442
14014,433,888,45.485732,45.485047,11.157858,11.1524,362.8,362.8,1.7053689,0.97,362.8,362.16586,362.76993,366.74141998291014,4.57555694580077,367.5026794433594,4.732751464843773,0.10790328599037668,14.386302,295.4959,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,40.51752968853512,False,0,200-400m,0.6341369628906364,362.57859700520834,0.29210509288733244,668204.0172367468,5039088.676739726
14015,435,888,45.485747,45.485062,11.157973,11.152515,359.6,359.6,1.710543,0.97,359.6,359.80853,360.3158,363.54141998291016,3.7328872680664062,364.3026794433594,3.986883544921909,0.10980133658440999,14.275405,296.13647,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,40.59613719892517,False,0,200-400m,0.7157958984374773,359.90810953776037,0.3005856503578892,668212.9594343855,5039090.584028481
14047,234,889,45.482737,45.482052,11.13514,11.129682,119.1,119.1,2.0074193,0.86,119.1,118.62291,118.19433,123.04141998291014,4.4185104370117045,123.80267944335938,5.608351135253912,0.07997602235547496,2.112282,162.27847,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.18003140217948,False,0,0-200m,0.9056716918945256,118.63907928466797,0.36991566490546574,666437.5050430958,5038708.617676005
14074,263,890,45.483163,45.482478,11.138116,11.132658,138.3,138.3,1.9114059,0.85,138.3,138.86232,138.75897,142.24141998291014,3.3791000366210824,143.0026794433594,4.243707275390648,0.09412120989710071,12.11295,159.70316,Gentle (5-15°),112,Discontinuous urban fabric,1. Artificial Surfaces,25.49102222631355,False,1,0-200m,0.5623199462890511,138.64043070475262,0.24439038357335624,666668.8251024049,5038762.115604104
14078,293,890,45.483575,45.48289,11.141209,11.135751,158.5,158.5,1.9448827,0.88,158.5,158.34868,158.2474,162.44141998291013,4.092741394042946,163.2026794433594,4.955273437500011,0.08983327668760888,8.372074,124.29809,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.63642606953065,False,0,0-200m,0.252593994140625,158.36536153157553,0.10379361541712051,666909.3264964492,5038814.309953899
14081,333,890,45.48418,45.483495,11.14575,11.140292,206.1,206.1,1.8494113,0.89,206.1,205.78606,206.23018,210.04141998291016,4.255363464355469,210.80267944335938,4.572500610351568,0.09590018894444907,12.890899,170.39197,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,23.44012145184144,False,0,200-400m,0.444122314453125,206.03874511718752,0.1864140160146756,667262.4127752366,5038890.969569975
14087,433,890,45.485787,45.485102,11.157833,11.152375,362.3,362.3,1.7122757,0.96,362.3,362.16586,362.76993,366.24141998291014,4.07555694580077,367.0026794433594,4.232751464843773,0.10712572152675515,14.386302,295.4959,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,40.51752968853512,False,0,200-400m,0.60406494140625,362.41193033854165,0.258997958645201,668201.8998177563,5039094.734638104
14090,571,890,45.487072,45.486387,11.167462,11.162004,230.3,230.3,1.7373478,0.98,230.3,230.0037,229.60966,234.24141998291014,4.23772735595702,235.0026794433594,5.39301452636721,0.10406258365385496,4.3236933,266.92004,Flat (0-5°),221,Vineyards,2. Agricultural Areas,34.098904593732954,False,0,200-400m,0.6903350830078239,229.9711191813151,0.2827677536169974,668950.5297369283,5039257.703733063
14121,278,891,45.483395,45.48271,11.139636,11.134178,147.4,147.4,2.1192015,0.86,147.4,147.45183,147.5572,151.34141998291017,3.88959197998048,152.1026794433594,4.5454742431640796,0.09574310118250412,3.7783833,151.37091,Flat (0-5°),221,Vineyards,2. Agricultural Areas,32.21459628988744,False,0,0-200m,0.15720520019530682,147.46967773437498,0.0654080954551958,666786.9285175838,5038791.045068732
14153,329,892,45.484189,45.483504,11.145375,11.139917,206.0,206.0,1.8730362,0.89,206.0,206.17195,206.05081,209.94141998291013,3.769468688964821,210.7026794433594,4.651867675781261,0.0963631691641052,11.882637,190.7122,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,23.12171668231399,False,0,200-400m,0.1719512939453125,206.07425435384116,0.07212941152489366,667233.0803453076,5038891.188543582
14187,327,893,45.484193,45.483508,11.145185,11.139727,205.9,205.9,1.8854044,0.88,205.9,206.50146,206.2399,209.84141998291017,3.3399551391601676,210.6026794433594,4.362780761718767,0.09782295012747982,12.874759,186.40306,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,22.217744399123195,False,0,200-400m,0.6014648437499943,206.21378784179686,0.24624015585712344,667218.2202417902,5038891.237328972
14188,338,893,45.484339,45.483654,11.146282,11.140824,211.5,211.5,1.8438154,0.89,211.5,211.02283,210.7074,215.44141998291013,4.4185928344726335,216.2026794433594,5.495281982421886,0.09357329751282761,16.07921,182.58861,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,19.29505819205202,False,4,200-400m,0.7926025390625,211.07674153645834,0.3258166837950713,667303.5170804507,5038909.74181668
14191,439,893,45.485921,45.485236,11.158175,11.152717,353.9,353.9,1.7198777,0.96,353.9,354.2158,354.67212,357.8414199829101,3.6256301879882358,358.60267944335936,3.9305603027343636,0.11014916247778772,8.700372,284.88153,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,36.35454760623024,False,0,200-400m,0.7721191406250227,354.262636311849,0.3169520877998545,668228.2269061741,5039110.337756793
14192,456,893,45.486078,45.485393,11.159354,11.153896,337.3,337.3,1.6927954,0.97,337.3,337.04666,337.04907,341.24141998291014,4.19475860595702,342.0026794433594,4.953607177734398,0.11195251300559644,9.96858,295.06055,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,38.33963649899057,False,0,200-400m,0.25333862304688637,337.1319112141927,0.1188607954196172,668319.8936800003,5039130.250025785
14223,328,894,45.484236,45.483551,11.14529,11.139832,207.0,207.0,1.8621096,0.88,207.0,206.17195,206.05081,210.94141998291013,4.769468688964821,211.7026794433594,5.651867675781261,0.09061229917856545,11.882637,190.7122,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,23.12171668231399,False,0,200-400m,0.949188232421875,206.40758768717447,0.4218079796167752,667226.298585671,5038896.233053072
14259,288,895,45.483642,45.482957,11.14061,11.135152,152.9,152.9,1.9072073,0.88,152.9,153.7402,153.7552,156.84141998291017,3.1012161254882926,157.6026794433594,3.8474761962890796,0.09439488471256119,5.722662,138.00948,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,31.930036551592817,False,0,0-200m,0.8552032470703068,153.4651357014974,0.3996582008438948,666862.3170008232,5038820.50873424
14262,340,895,45.484428,45.483743,11.146508,11.14105,214.6,214.6,1.8432129,0.9,214.6,213.76218,214.65285,218.54141998291016,4.779243469238281,219.30267944335938,4.649832153320318,0.09075446916638108,16.391928,174.07391,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,19.971013145911005,False,4,200-400m,0.8906707763671875,214.33834126790364,0.4079808631380761,667320.9150718657,5038920.100119178
14282,279,896,45.483553,45.482868,11.139716,11.134258,148.9,148.9,2.0971959,0.85,148.9,148.84541,148.60144,152.84141998291017,3.996006774902355,153.6026794433594,5.001239013671892,0.09485898199268378,4.126239,182.43222,Flat (0-5°),221,Vineyards,2. Agricultural Areas,30.937804279766414,False,0,0-200m,0.2985595703125057,148.78228454589842,0.12980337756542024,666792.7140688903,5038808.764297003
14333,322,897,45.484246,45.483561,11.144701,11.139243,205.5,205.5,1.9394456,0.87,205.5,205.92384,205.33008,209.44141998291013,3.517576599121071,210.2026794433594,4.872601318359386,0.09580411504688158,13.935979,170.60973,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,22.532232729336954,False,0,200-400m,0.5937652587890625,205.5846405029297,0.2496828744472388,667180.2394130254,5038896.117821684
14340,530,897,45.486938,45.486253,11.164922,11.159464,288.1,288.1,1.7259366,0.97,288.1,288.79083,288.6041,292.04141998291016,3.2505874633789062,292.8026794433594,4.198583984375034,0.11087255588111494,19.102482,247.38748,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,28.27698163283312,False,1,200-400m,0.6908325195312273,288.49830932617186,0.29178236402272223,668752.4423544353,5039237.476696681
14341,543,897,45.487045,45.48636,11.16572,11.160262,270.3,270.3,1.7293824,0.97,270.3,270.47098,270.77496,274.24141998291014,3.77044219970702,275.0026794433594,4.227716064453148,0.10973503950395408,19.150284,257.81125,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,31.68826335267586,False,1,200-400m,0.47496337890623863,270.5153137207031,0.1964209923285713,668814.4822645399,5039251.041004021
14376,287,898,45.483718,45.483033,11.140515,11.135057,153.8,153.8,1.9271402,0.88,153.8,154.62964,154.66965,157.74141998291014,3.111781311035145,158.5026794433594,3.8330322265625227,0.09351683357571666,11.657076,152.8715,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,26.854220614656327,False,1,0-200m,0.8696472167968636,154.3664286295573,0.40085842488614243,666854.668348866,5038828.75463461
14385,545,898,45.487089,45.486404,11.165832,11.160374,267.4,267.4,1.7239122,0.97,267.4,267.2411,267.82623,271.3414199829101,4.100331115722611,272.10267944335936,4.276446533203114,0.10602632015594166,17.869728,261.20142,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,32.63430565606578,False,1,200-400m,0.58514404296875,267.4891072591146,0.24705392862779404,668823.1029877828,5039256.164639013
14416,342,899,45.484579,45.483894,11.146767,11.141309,220.1,220.1,1.8019908,0.92,220.1,220.48892,220.04507,224.04141998291016,3.5524978637695312,224.80267944335938,4.757604980468756,0.09686285473596484,16.491005,185.52724,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,18.695406594597248,False,4,200-400m,0.44384765625,220.21133219401042,0.19756235902795347,667340.7082599829,5038937.415152722
14425,538,899,45.487063,45.486378,11.165415,11.159957,278.0,278.0,1.7498633,0.98,278.0,277.35788,277.26544,281.94141998291013,4.5835403442382585,282.7026794433594,5.437237548828136,0.1076198879857116,18.70245,254.58652,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,30.618675206132824,False,1,200-400m,0.73455810546875,277.5411071777344,0.3266732831445253,668790.5943213931,5039252.399662211
14459,287,900,45.483779,45.483094,11.140536,11.135078,155.6,155.6,1.9498141,0.87,155.6,154.62964,154.66965,159.54141998291016,4.911781311035156,160.30267944335938,5.633032226562506,0.08674625356006688,11.657076,152.8715,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,26.854220614656327,False,1,0-200m,0.9703613281249943,154.9664286295573,0.44830025801180506,666856.1293360705,5038835.575090337
14492,278,901,45.483686,45.483001,11.139613,11.134155,150.1,150.1,2.0672484,0.85,150.1,149.65033,149.41975,154.04141998291016,4.391090393066406,154.80267944335938,5.382925415039068,0.0921052824490105,7.6594157,184.98686,Gentle (5-15°),112,Discontinuous urban fabric,1. Artificial Surfaces,27.411855006502815,False,1,0-200m,0.6802459716796818,149.7233612060547,0.28246989010204804,666784.2720389558,5038823.326114278
14499,450,901,45.486253,45.485568,11.158904,11.153446,344.5,344.5,1.6824272,0.96,344.5,344.52463,344.02744,348.44141998291013,3.9167922973632585,349.2026794433594,5.175244140625011,0.11092084191279428,14.523596,277.93146,Gentle (5-15°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,36.56504606398202,False,0,200-400m,0.4971923828125,344.35068766276044,0.22879495466560326,668284.2066222418,5039148.748743548
14503,529,901,45.487046,45.486361,11.164851,11.159393,290.5,290.5,1.7573195,0.97,290.5,290.01154,289.74213,294.44141998291013,4.4298843383788835,295.2026794433594,5.460552978515636,0.1053564600705969,18.900776,249.05212,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,28.832216716718555,False,1,200-400m,0.75787353515625,290.0845540364583,0.3136790695304898,668746.5714548987,5039249.325836046
14535,307,902,45.484198,45.483513,11.143245,11.137787,201.7,201.7,1.8466855,0.89,201.7,201.58788,201.04723,205.64141998291012,4.053544616699185,206.40267944335938,5.3554534912109375,0.0989805190966862,13.688965,201.11034,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,21.579375966248865,False,0,200-400m,0.6527740478515511,201.44503377278647,0.2849927250488554,667066.5968698182,5038887.755566909
14575,282,903,45.483793,45.483108,11.139977,11.134519,151.2,151.2,1.9033629,0.9,151.2,151.37756,151.05768,155.14141998291012,3.763856506347622,155.90267944335938,4.845001220703125,0.0939465557225222,13.151576,172.70958,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,22.950125537692507,False,0,0-200m,0.31988525390625,151.2117472330729,0.13085651691915262,666812.402524038,5038835.969275189
14576,312,903,45.484297,45.483612,11.143766,11.138308,205.8,205.8,1.8939209,0.91,205.8,205.6433,204.8385,209.74141998291014,4.098124694824207,210.5026794433594,5.664178466796898,0.09655302907310276,14.963463,152.67848,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,25.049136942511133,False,1,200-400m,0.9614990234375114,205.42726542154946,0.42120602278429087,667107.0195476752,5038899.837895516
14600,930,903,45.491724,45.491039,11.199591,11.194133,248.2,248.2,1.944714,0.88,248.2,248.69212,248.89734,252.14141998291012,3.4492965698241846,252.90267944335938,4.005340576171875,0.08584679333771456,23.87563,270.84637,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,37.442623795740225,False,1,200-400m,0.6973388671875114,248.59648742675782,0.29260901710109793,671447.1215680601,5039842.612498656
14613,249,904,45.483362,45.482677,11.136524,11.131066,126.9,126.9,2.0494245,0.87,126.9,127.0619,126.966156,130.84141998291017,3.7795227050781364,131.6026794433594,4.636523437500017,0.08909557239810612,8.9726515,52.781364,Gentle (5-15°),112,Discontinuous urban fabric,1. Artificial Surfaces,42.149984693834476,False,0,0-200m,0.16189727783202557,126.97601776123047,0.06646113052807393,666543.8234097725,5038780.921274128
14631,526,904,45.487107,45.486422,11.164652,11.159194,295.0,295.0,1.763921,0.97,295.0,295.8303,295.66656,298.94141998291013,3.1111282348632585,299.7026794433594,4.036114501953136,0.11373264883414469,15.222051,243.40182,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,27.826627999821163,False,1,200-400m,0.830291748046875,295.4989522298177,0.359088301613249,668730.8384441271,5039255.684558079
14632,534,904,45.487175,45.48649,11.165158,11.1597,284.8,284.8,1.7918285,0.98,284.8,284.66495,284.68204,288.74141998291014,4.07647247314452,289.5026794433594,4.820642089843773,0.10762804726603953,18.976818,252.7951,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,30.044112148638987,False,1,200-400m,0.13505249023438637,284.7156616210937,0.06004296965369306,668770.1765110403,5039264.302264432
14672,530,905,45.487171,45.486486,11.164909,11.159451,290.5,290.5,1.7782354,0.97,290.5,291.23557,290.89966,294.44141998291013,3.2058547973632585,295.2026794433594,4.303021240234386,0.11286862768560596,18.215975,250.73036,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,29.405266368425753,False,1,200-400m,0.735565185546875,290.87840779622394,0.30066894351567364,668750.7304519322,5039263.33465252
14695,208,906,45.482919,45.482234,11.13276,11.127302,123.0,123.0,2.0515295,0.87,123.0,122.075066,122.82309,126.94141998291015,4.866354370117179,127.70267944335939,4.879589843750011,0.06963154118416337,2.1810362,225.44984,Flat (0-5°),112,Discontinuous urban fabric,1. Artificial Surfaces,33.19922146671053,False,0,0-200m,0.9249343872070312,122.63271840413411,0.4008796986707454,666250.9706559735,5038723.907953072
14714,531,906,45.487209,45.486524,11.164972,11.159514,289.6,289.6,1.785441,0.98,289.6,289.00818,288.9749,293.54141998291016,4.533241271972656,294.3026794433594,5.327764892578159,0.10791001420464569,18.984726,253.28082,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,30.202143474747402,False,1,200-400m,0.6250854492187727,289.1943644205729,0.28714896663647554,668755.540045434,5039267.688662551
14797,435,908,45.486318,45.485633,11.157854,11.152396,361.4,361.4,1.7060957,0.97,361.4,360.53308,361.07654,365.3414199829101,4.808338928222611,366.10267944335936,5.026141357421864,0.10435813247606879,13.881579,260.99298,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.375344481815866,False,0,200-400m,0.8669189453124773,361.0032063802084,0.3576965834654534,668201.9599046515,5039153.770370544
14836,367,909,45.485329,45.484644,11.150192,11.144734,282.9,282.9,2.0132339,0.94,282.9,282.5481,282.9096,286.8414199829101,4.293324279785111,287.60267944335936,4.693072509765614,0.10169322212459248,26.038517,126.13484,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,32.96964811202151,False,1,200-400m,0.36151123046875,282.78590087890626,0.1681993846887863,667606.1408684441,5039027.87865335
14843,537,909,45.487346,45.486661,11.165343,11.159885,282.7,282.7,1.8140608,0.98,282.7,283.46738,283.60205,286.6414199829101,3.174043273925747,287.4026794433594,3.800628662109375,0.11327384740203561,18.067066,252.13947,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,29.850228717521194,False,1,200-400m,0.9020507812500114,283.25647583007816,0.39731036443483464,668784.122347603,5039283.688394105
14860,777,909,45.49012,45.489435,11.18619,11.180732,258.5,258.5,1.8298988,0.96,258.5,258.79572,259.21924,262.44141998291013,3.6457046508788835,263.2026794433594,3.9834411621093864,0.09448468271510285,27.722797,167.75034,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,14.441790908482787,False,4,200-400m,0.71923828125,258.83831787109375,0.2951690572703406,670404.8294319768,5039635.891765226
14893,521,910,45.48724,45.486555,11.164324,11.158866,303.1,303.1,1.7501263,0.96,303.1,302.99646,303.6666,307.04141998291016,4.044960021972656,307.8026794433594,4.136083984375034,0.10941114787184258,10.374479,305.95923,Gentle (5-15°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,40.198263767812016,False,0,200-400m,0.670135498046875,303.2543518066406,0.29454909788301675,668704.8097898541,5039269.771211497
14894,530,910,45.487318,45.486633,11.164912,11.159454,292.6,292.6,1.7775766,0.97,292.6,293.17212,292.82382,296.54141998291016,3.3693008422851562,297.3026794433594,4.478857421875034,0.1139453854227308,15.650372,258.89133,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,31.841459442926478,False,1,200-400m,0.5721191406249773,292.8653137207031,0.23540213620584174,668750.5257648812,5039279.672007751
14932,322,911,45.484678,45.483993,11.144865,11.139407,219.0,219.0,1.8182768,0.89,219.0,219.46378,219.65614,222.94141998291013,3.4776443481445085,223.7026794433594,4.046536254882824,0.09550579537076781,13.356731,207.01398,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,22.335427821177095,False,0,200-400m,0.6561431884765625,219.37330627441406,0.2754021300061217,667191.7773716974,5038944.4524893
14936,423,911,45.486289,45.485604,11.156971,11.151513,371.8,371.8,1.7487751,0.96,371.8,372.78656,372.74515,375.74141998291014,2.954859924316395,376.5026794433594,3.7575317382812727,0.10860826802008328,6.68051,257.40186,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.715466339284,False,0,200-400m,0.9865600585937386,372.4439025878906,0.45562166525536035,668133.0434695487,5039148.699682961
14974,446,912,45.486528,45.485843,11.158544,11.153086,348.6,348.6,1.724165,0.97,348.6,347.62527,348.48572,352.54141998291016,4.916145324707031,353.3026794433594,4.816961669921909,0.10664050771077788,16.440413,292.45972,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,40.87052478159404,False,1,200-400m,0.9747253417968977,348.2369974772135,0.4350622271971119,668255.2550532636,5039178.54576404
14979,526,912,45.487341,45.486656,11.16464,11.159182,297.5,297.5,1.7676799,0.97,297.5,297.4766,297.19232,301.44141998291013,3.9648269653320085,302.2026794433594,5.010357666015636,0.11080169993735528,9.779335,283.15048,Gentle (5-15°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,36.361439334000785,False,0,200-400m,0.30767822265625,297.38963826497394,0.1398506797136768,668729.201787269,5039281.655714604
14980,530,912,45.487376,45.486691,11.164907,11.159449,293.1,293.1,1.7698554,0.97,293.1,293.17212,292.82382,297.04141998291016,3.8693008422851562,297.8026794433594,4.978857421875034,0.11107409900306425,15.650372,258.89133,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,31.841459442926478,False,1,200-400m,0.348297119140625,293.0319803873698,0.1501060104885631,668749.9617843279,5039286.105046015
14981,532,912,45.487393,45.486708,11.165029,11.159571,290.3,290.3,1.7806576,0.98,290.3,290.75024,290.02618,294.24141998291014,3.491175842285145,295.0026794433594,4.976495361328148,0.11371868274032954,15.968066,267.87888,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,34.30571547835772,False,1,200-400m,0.72406005859375,290.3588094075521,0.2985070093260411,668759.4446072619,5039288.250024729
15010,348,913,45.485088,45.484403,11.147501,11.142043,235.2,235.2,1.8794978,0.92,235.2,235.02147,235.41417,239.14141998291012,4.119950866699185,239.90267944335938,4.4885101318359375,0.09701931700160576,29.36721,188.59543,Moderate (15-30°),221,Vineyards,2. Agricultural Areas,5.915511806909378,False,4,200-400m,0.3927001953125,235.21187947591147,0.1605390966100724,667396.5608929056,5038995.492375491
15017,423,913,45.486346,45.485661,11.156956,11.151498,371.8,371.8,1.7432502,0.96,371.8,372.78656,372.74515,375.74141998291014,2.954859924316395,376.5026794433594,3.7575317382812727,0.10860826802008328,6.68051,257.40186,Gentle (5-15°),221,Vineyards,2. Agricultural Areas,32.715466339284,False,0,200-400m,0.9865600585937386,372.4439025878906,0.45562166525536035,668131.7016411526,5039155.000729216
15019,519,913,45.487304,45.486619,11.164148,11.15869,304.4,304.4,1.7583953,0.96,304.4,304.3123,305.28207,308.3414199829101,4.029133605956986,309.10267944335936,3.8206054687499886,0.10883273174008246,11.091421,319.98248,Gentle (5-15°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,42.612882183668695,False,0,200-400m,0.96978759765625,304.66478678385414,0.43795435593210014,668690.8652399023,5039276.511633068
15020,534,913,45.487437,45.486752,11.165142,11.159684,287.5,287.5,1.7946479,0.98,287.5,287.524,287.02655,291.44141998291013,3.9174331665038835,292.2026794433594,5.176129150390636,0.11032478037771332,17.583982,261.7078,Moderate (15-30°),311,Broad-leaved forest,3. Forest & Semi-Natural Areas,32.75710013297539,False,1,200-400m,0.4974365234375,287.3501790364583,0.22904950636607171,668768.1434621556,5039293.375686024
